id_book,title,authors,publisher,published_year,id_categories
7047,Pro Visual C++/CLI and the .NET 2.0 Platform (Expert's Voice in .NET),Stephen R.G. Fraser,Apress,2006,13
7048,"Menopause, Sisterhood, and Tennis: A Miraculous Journey Through ""the Change""",Alice Wilson-Fried,"Basic Health Publications, Inc.",2003,44
7049,"Side Glances, Volume 2: 1992-1997",R.M. Clarke,Brooklands Books Limited,2001,53
7050,"France, the United States, and the Algerian War",Irwin M. Wall,Univ of California Press,2001,256
7051,NUnit Pocket Reference (Pocket Reference (O'Reilly)),Bill Hamilton,"""O'Reilly Media, Inc.""",2004,13
7052,Mathematical Bafflers (Dover Recreational Math),Angela Dunn,Courier Corporation,1980,37
7053,Truth or Consequences: The Promise and Perils of Postmodernism,Millard J. Erickson,InterVarsity Press,2009,1
7054,CRM Unplugged: Releasing CRM's Strategic Value,"Philip Bligh, Douglas Turk",John Wiley & Sons,2004,5
7055,Betrayal of the Soul in Psychotherapy,Robert Stein,Spring Publications,1984,14
7056,Going West (Picture Puffins),Jean Van Leeuwen,Puffin Books,1997,21
7057,Practical Buddhism Among the Thai-Lao: Religion in the Making of a Region (Kyoto Area Studies on Asia),Yukio Hayashi,Trans Pacific Press,2003,31
7058,Simpsons Comics Belly Buster (Simpsons Comic Compilations),Matt Groening,Harper Design,2004,16
7059,On History,Eric Hobsbawm,Hachette UK,2011,18
7060,Lean and Green: Profit for Your Workplace and the Environment,Pamela Gordon,Berrett-Koehler Publishers,2001,5
7061,Blood and Fire: The Duke of Windsor and the strange murder of Sir Harry Oakes. (h/c),John Marquis,Lmh Pub,2005,40
7062,The Really Short Poems of A. R. Ammons,A. R. Ammons,W W Norton & Company Incorporated,1990,45
7063,General Book of the Tarot,A. E. Thierens,Library of Alexandria,1928,257
7064,Breaking the Bismark's Barrier: Volume 6: July 1942 - May 1944,Samuel Eliot Morison,"Little, Brown",1950,18
7065,Practical Optical System Layout: And Use of Stock Lenses,Warren J. Smith,McGraw-Hill Professional Pub,1997,9
7066,Wisconsin Almanac,Jerry Minnich,Big Earth Publishing,2006,12
7067,More Than a Skeleton: It Was One Man Against the World,Paul L. Maier,Thomas Nelson,2005,4
7068,Paul for Everyone: Galatians and Thessalonians,N. T. Wright,Westminster John Knox Press,2004,1
7069,Good Advice for Young Trendy People of All Ages,Jennifer Blowdryer,Manic d Press,2005,55
7070,Echo Lake Reflections: A Photographic and Historical Journey,Peter Caldwell,Taote Publishing,2004,258
7071,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,HMH,2013,40
7072,Math for Your First- and Second-Grader: All You Need to Know to Be Your Child's Best Teacher,Steve Slavin,Jossey-Bass,1995,14
7073,Renaissance and Reformation France: 1500-1648 (Short Oxford History of France),Mack P. Holt,Oxford University Press on Demand,2002,18
7074,"The Inside-Out Diet: 4 Weeks to Natural Weight Loss, Total Body Health, and Radiance",Cathy Wong,Wiley,2007,44
7075,The Encyclopedia of Bible Crafts for Preschoolers,Group Publishing,Group Pub Incorporated,2002,1
7076,Let's Hear It for the Girls: 375 Great Books for Readers 2-14,"Erica Bauermeister, Holly Smith",Penguin,1997,20
7077,Pattern Formation in Granular Materials (Springer Tracts in Modern Physics),Gerald H. Ristow,Springer Science & Business Media,2000,9
7078,The Path Of Self-Transformation (Climb the Highest Mountain Series),"Mark L. Prophet, Elizabeth Clare Prophet",SCB Distributors,2010,25
7079,Queer Theory: An Introduction,Annamarie Jagose,NYU Press,1996,31
7080,"War Machines: Transforming Technologies in the U.S. Military, 1920-1940 (Williams-Ford Texas A&M; University Military History Series)",Timothy Moy,Texas A&M University Press,2016,18
7081,"Under the Wolf, Under the Dog",Adam Rapp,Candlewick Press,2011,47
7082,On Target: How to Conduct Effective Business Reviews,Michele L. Bechtell,Berrett-Koehler Publishers,2002,5
7083,Getting the Words Right: 39 Ways to Improve Your Writing,Theodore Cheney,Writer's Digest Books,2005,38
7084,My Book Kit,Matthew Liddle,Running Press Kids,1995,19
7085,Your Right to Know: Genetic Engineering and the Secret Changes in Your Food,Andrew Kimbrell,Earth Aware Editions,2007,44
7086,Mastering the Art of Selling Real Estate: Fully Revised and Updated,Tom Hopkins,Portfolio,2004,5
7087,Fundamental Concepts of Bioinformatics,"Dan E. Krane, Michael L. Raymer, Elaine Nicpon Marieb",Benjamin-Cummings Publishing Company,2002,9
7088,Quarantine!: East European Jewish Immigrants and the New York City Epidemics of 1892,Howard Markel,JHU Press,2022,26
7089,A Practicum in TESOL: Professional Development through Teaching Practice (Cambridge Language Education),Graham Crookes,Cambridge University Press,2003,3
7090,Tom Swift and His Air Scout,Victor Appleton,Grosset & Dunlap,1919,97
7091,Hunting the American Werewolf,Linda S. Godfrey,Big Earth Publishing,2006,259
7092,Beyond the Hedge,"Lewis, T, Michael Fry",Andrews McMeel Publishing,1997,55
7093,Nesting: It's a Chick Thing,"Ame Mahler Beanland, Emily Miles Terry",Workman Publishing,2004,74
7094,Rain on My Wings,Evelyn Horan,Publishamerica Incorporated,2005,4
7095,Guerillas,Brahm Revel,Oni Press,2019,16
7096,Pursuit Of Freedom: A True Story Of The Enduring Power Of Hope & Dreams,Susanne M. Reyto,Jet Pub,2004,40
7097,Linear Algebra: An Introduction to Abstract Mathematics (Undergraduate Texts in Mathematics),Robert J. Valenza,Springer,1999,22
7098,The Soul of Success: A Woman's Guide to Authentic Power,Jennifer Read Hawthorne,HCI,2005,32
7099,Chess Exam And Training Guide: Rate Yourself And Learn How To Improve (Chess Exams),Igor Khmelnitsky,Iamcoach Pub,2007,37
7100,Bob the Dragon Slayer,Harry Gilleland,Lulu.com,2005,4
7101,Lingua ex Machina: Reconciling Darwin and Chomsky with the Human Brain,"William H. Calvin, Derek Bickerton",MIT Press,2000,26
7102,"The Art of Practical Spirituality: How to Bring More Passion, Creativity and Balance into Everyday Life (Pocket Guide to Practical Spirituality) (Pocket Guides to Practical Spirituality)","Elizabeth Cllare Prophet, Patricia R. Spadaro",SCB Distributors,2011,25
7103,Blood Sweat and Tears,Tamar Herman,VIZ Media LLC,2020,40
7104,Manual biblico de Unger (Spanish Edition),Merrill F. Unger,Editorial Portavoz,1993,1
7105,Madam Secretary: A Memoir,Madeleine Albright,Harper Collins,2013,18
7106,Like a Promise,Tiffany Schmidt,Bloomsbury Publishing USA,2017,21
7107,The Right Relationship Can Happen: How to Create Relationship Success,Nancy Pina,"Pina Enterprises, Inc.",2000,14
7108,Editing Digital Video : The Complete Creative and Technical Guide,"Robert M. Goodman, Patrick McGrath",McGraw Hill Professional,2002,13
7109,"Screening The Sacred: Religion, Myth, And Ideology In Popular American Film",Joel Martin,Routledge,2018,31
7110,Matthew for Everyone: Chapters 16-28 (New Testament for Everyone),N. T. Wright,Westminster John Knox Press,2004,1
7111,Gilgamesh the King (The Gilgamesh Trilogy),Ludmila Zeman,Epic of Gilgamesh (Paperback),1998,21
7112,Shakespeare's Universal Wolf: Postmodernist Studies in Early Modern Reification,"Hugh Grady, Professor of English Hugh Grady",Oxford University Press,1996,58
7113,The Book of Were-Wolves,Sabine Baring-Gould,Strelbytskyy Multimedia Publishing,2021,4
7114,Good Night Officially: The Pacific War Letters of a Destroyer Sailor (Reville Book),James Orvill Raines,Texas A & M University Press,2000,40
7115,5K and 10K Training,Brian L. Clarke,Human Kinetics,2018,17
7116,Be Safe,Tom McAllister,Liveright Publishing,2018,4
7117,The Masked Driver: The Masked Driver and the Heroes of the American Highways,David Russell,iUniverse,2001,4
7118,Silicon Gold Rush: The Next Generation of High-Tech Stars Rewrites the Rules of Business,Karen Southwick,John Wiley & Sons Incorporated,1999,5
7119,The Power Of People: Four Kinds Of People Who Can Change Your Life,"Verna Cornelia Price, Verna Cornelia Simmons",Jcama Pub,2003,25
7120,Modern Japan: A Social and Political History (Nissan Institute/Routledge Japanese Studies),Elise K Tipton,Routledge,2008,18
7121,Nuns as Artists: The Visual Culture of a Medieval Convent (California Studies in the History of Art),"Jeffrey F. Hamburger, Professor Jeffrey Hamburger",Univ of California Press,1997,29
7122,The Faith of the Mithnagdim: Rabbinic Responses to Hasidic Rapture (Johns Hopkins Jewish Studies),Allan Nadler,JHU Press,1999,1
7123,Sacred Encounters,Tamara Park,InterVarsity Press,2008,1
7124,"Green Eyes, the Greenest Fields",Andre Crump,Tcb Cafe Pub,2000,61
7125,Ganbatte Means Go for It! Or. . . how to Become an English Teacher in Japan,Celeste Heiter,ThingsAsian Press,2002,5
7126,Freedom Square,"Alayna Eagle Shield, Django Paris, Rae Paris, Timothy San Pedro",Routledge,2020,3
7127,The Cat I.Q. Test,E. M. Bard,Doubleday Books,1980,8
7128,Excellence By Design: Transforming Workplace and Work Practice,"Turid Horgen, Michael L. Joroff, William L. Porter, Donald A. Schon",John Wiley & Sons,1999,5
7129,Oracle Applications DBA Field Guide (Expert's Voice in Oracle),"Paul Jackson, Elke Phelps",Apress,2006,13
7130,Napoleon Hill's Positive Action Plan: 365 Meditations For Making Each Day a Success,Napoleon Hill,Penguin,1997,32
7131,"The Conception Chronicles: The Uncensored Truth About Sex, Love & Marriage When You're Trying to Get Pregnant","Patty Doyle Debano, Courtney Edgerton Menzel, Shelly Dicken Sutphen",Hci,2005,14
7132,A Line Out For a Walk,Joseph Epstein,W. W. Norton & Company,1992,4
7133,"2176: Birth of the Belt Republic (Belt Republic, Book 1)",Marie Lu,Penguin,2013,21
7134,Trashy Novel (Book 1),Gemma James,Createspace Independent Publishing Platform,2017,260
7135,Sync: The Emerging Science of Spontaneous Order,Steven Strogatz,Penguin UK,2004,22
7136,Travels with Ernest: Crossing the Literary/Sociological Divide (Ethnographic Alternatives),"Laurel Richardson, Ernest Lockridge",Rowman Altamira,2004,31
7137,Integrating Complementary Medicine into Health Systems,Nancy Faass,Wolters Kluwer Law and Business,2001,26
7138,Letters: Barsanuphius and John: Volume 1 (Fathers of the Church),Barsanuphius and John,Catholic University of America Press,2006,1
7139,Five Little Pumpkins (Harper Growing Tree),Public Domain,Harper Collins,1998,21
7140,After the Quake: Stories,Haruki Murakami,Vintage,2007,4
7141,Streetwise Spanish : Speak and Understand Everyday Spanish,"Mary McVey Gill, Brenda Wegmann",Contemporary Books,1999,24
7142,The Word On Finances,Larry Burkett,Moody Pub,1994,1
7143,As easy as ABC: using activity based costing in service industries.: An article from: The National Public Accountant,Dushkin/McGraw Hill,McGraw-Hill/Dushkin,1998,5
7144,Steps under Water: A Novel,Alicia Kozameh,Univ of California Press,1996,4
7145,Intake Aerodynamics (Aiaa Education Series),"J. Seddon, E. L. Goldsmith",Amer Inst of Aeronautics &,1985,36
7146,Time Enough for Love: The Lives of Lazarus Long (Part 1 of 2 parts)(Library Edition),Robert A. Heinlein,Penguin,2021,4
7147,The Gowrie Conspiracy (Tam Eildor Mysteries),Alanna Knight,Allison & Busby,2013,4
7148,Isonzo: The Forgotten Sacrifice of the Great War,John R. Schindler,Greenwood Publishing Group,2001,18
7149,"Mission Furniture, How To Make It: Parts I, II, and III, Complete",Henry Haven Windsor,Courier Corporation,1980,39
7150,The Problem Of The Soul: Two Visions Of Mind And How To Reconcile Them,Owen Flanagan,Basic Books,2002,9
7151,"Luftwaffe 4: Eagles Over North Africa & Mediteranean: 1940-1943 (Luftwaffe at War, 4)",Jeffrey Ethell,Pen and Sword,2016,18
7152,Threshold,Rob Doyle,Bloomsbury Publishing,2020,4
7153,Simply Strategic Stuff:: Help for Leaders Drowning in the Details of Running a Church,"Tim Stevens, Tony Morgan",Group Pub Incorporated,2003,1
7154,M&M;'s (R) Around the World: An Unauthorized Collector's Guide,Peng Shepherd,HarperCollins,2018,4
7155,Marriage Fitness: 4 Steps to Building & Maintaining Phenomenal Love,Mort Fertel,Marriage Max Incorporated,2004,1
7156,.NET Development Security Solutions,John Paul Mueller,John Wiley & Sons,2006,13
7157,Wrestling with God: Religious Life in Search of Its Soul,Barbara Fiand,Crossroad Classic,1996,1
7158,Van Johnson: MGM's Golden Boy (Hollywood Legends),Ronald L. Davis,Univ. Press of Mississippi,2001,40
7159,Go for the Green: Turf Racing Made Easy (The Handicapper's Guide to Grass Racing),Bill Heller,Daily Racing Form,2003,17
7160,The Frontal Lobes and Neuropsychiatric Illness,"Stephen P. Salloway, Paul F. Malloy, James D. Duffy",American Psychiatric Pub,2008,26
7161,To Lhasa in Disguise (Adventure Travel Classics),William McGovern,Long Riders Guild Press,2001,33
7162,In The Pit: A testimony of God's faithfulness to a bipolar Christian,Nancy L. Hagerman,Essence Pub,2003,1
7163,Being Friends,Karen Beaumont,Dial Books,2002,21
7164,Learning Wireless Java,Qusay H. Mahmoud,"""O'Reilly Media, Inc.""",2002,13
7165,Push: A Novel,Ashley Audrain,Penguin,2021,4
7166,"The Mathematical Career of Pierre de Fermat, 1601-1665",Michael Sean Mahoney,Princeton University Press,2018,9
7167,The World According to Humphrey,Betty G. Birney,Penguin,2005,21
7168,Kaleidoskop (Textbook only) (English and German Edition),"Jack Moeller, Simone Berger, Anja Wieden",Cengage Learning,2016,24
7169,Professional Secrets for Photographing Children (Photot),Douglas Allen Box,"Amherst Media, Inc",2001,61
7170,Sharing the Sunday Scriptures with Youth: Cycle C: Lectionary-Based Resources for Youth Ministry,Maryann Hakowski,Saint Mary's Press,1996,1
7171,Haunted Arizona: Ghosts of the Grand Canyon State,Ellen Robson,Golden West Pub,2002,25
7172,Weedflower,Cynthia Kadohata,Simon and Schuster,2008,21
7173,Surviving a Spiritual Mismatch in Marriage,"Lee Strobel, Leslie Strobel",Zondervan,2010,1
7174,The Message of Hosea (The Bible Speaks Today),Derek Kidner,InterVarsity Press,1984,1
7175,Right to Fight: A History of African Americans in the Military,Gerald Astor,Da Capo Press,2001,18
7176,Fifty-Five Years in the Alaskan Bush: The John Swiss Story,Jeff Davis,iUniverse,2003,40
7177,"Ultimate Guide to Longarm Machine Quilti: How to Use ANY Longarm Machine Techniques, Patterns & Pantographs Starting a Business Hiring a Longarm Machine Quilter",Linda V. Taylor,C&T Publishing Inc,2010,52
7178,The Complete Poems of John Keats (Modern Library),John Keats,"Random House Digital, Inc.",1994,45
7179,"Glencoe Physical Science, Reinforcement and Study Guide, Student Edition",McGraw-Hill Education,McGraw-Hill Education,2004,9
7180,The Shepherd's Key,Tina McSwain,Publishamerica Incorporated,2004,32
7181,Essential CSS and DHTML for Web Professionals (2nd Edition),"Damon Hougland, Khurram Zafar",Prentice Hall Professional,2001,13
7182,Caf Life Rome: A Guidebook to the Cafs and Bars of the Eternal City,Frantz Fanon,"Grove/Atlantic, Inc.",2007,31
7183,The Bible from Alef to Tav,Penina Villenchik Adelman,Torah Aura Prod,1998,1
7184,Cryptography Demystified,John Hershey,McGraw Hill Professional,2002,36
7185,Daniel's Story,Carol Matas,Scholastic Inc.,1993,21
7186,Freedom Cannot Rest: Ella Baker And The Civil Rights Movement (Portraits of Black Americans),Lisa Frederiksen Bohannon,Morgan Reynolds Pub,2005,19
7187,How to Make Love All the Time: Make Love Last a Lifetime,Barbara De Angelis,Dell,1991,14
7188,Nuevo manual de usos y costumbres de los tiempos biblicos (Spanish Edition),Ralph Gower,Editorial Portavoz,2017,1
7189,Fire In Her Hair: A story of friendship,D. Kelley Steele,Hidden Path Publication,2002,21
7190,Common Stocks and Uncommon Profits and Other Writings (Wiley Investment Classics),Philip A. Fisher,John Wiley & Sons,2015,5
7191,The Whole Craft of Spinning: From the Raw Material to the Finished Yarn,Carol Kroll,Courier Corporation,2012,52
7192,Park Forest: Dreams and Challenges (IL) (Images of America),Jerry Shnay,Arcadia Library Editions,2002,40
7193,The Art of Mingling: Proven Techniques for Mastering Any Room,Jeanne Martinet,Macmillan,2015,32
7194,"Why Freedom Matters: The Spirit of the Declaration of Independence in Prose, Poetry, and Song from 1776 to the Present",Daniel R. Katz,Workman Publishing,2003,18
7195,"You Don't Have to Go Home from Work Exhausted!: A Program to Bring Joy, Energy, and Balance to Your Life",Ann McGee-Cooper,Bantam,2011,5
7196,Booktalk 2: Booktalk for All Ages and Audiences S,"John Thomas Gillespie, Ralph J. Folcarelli",Libraries Unlimited,1998,38
7197,Health Journeys Help for Infertility,"Jill Mahrlig Petigara, Lynn Jensen",Demos Medical Publishing,2012,44
7198,The New York Public Library American History Desk Reference,"New York Public Library, Douglas Brinkley",Hyperion Books,2003,18
7199,EMP PRACTICE WKBK GR4,"Mansoor A. Kahn, Indra K. Reddy",CRC Press,2000,26
7200,Legacies Of Lynching: Racial Violence And Memory,Jonathan Markovitz,U of Minnesota Press,2004,31
7201,The Lexicon of Comicana,Mort Walker,Backinprint.Com,2000,10
7202,"To Asia with Love: A Connoisseurs' Guide to Cambodia, Laos, Thailand and Vietnam.",Kim Fay,ThingsAsian Press,2004,33
